url,title,publisher,doc_id,authors,keywords,abstract
https://www.mendeley.com/catalogue/9225d55b-8562-3347-b3b5-21e532dbcf82,Data handling & drug traceability: Blockchain meets healthcare to combat counterfeit drugs,International Journal of Scientific and Technology Research (2020) 9(3) 728-731,22778616,"['Kumari K', 'Saini K', '']","['Blockchain', 'Counterfeit drugs', 'Data Handling', 'Drug Traceability', 'Healthcare', 'Supply Chain']","Blockchain was initially invented for achieving secured digital money transactions but the technology has now started accommodating popularity in various other fields also such as tourism, real-estate, voting, stock-market, supply chain Handling etc. Blockchain technology is garnering ultimate buildup in the healthcare sector. Healthcare industry consists of rapidly growing sensitive data which need to be preserved from confidentiality threats and integrity threats. Out of the numerous applications of blockchain in healthcare, the two extremely prominent applications are– data handling and drug traceability. In this paper, we have discussed the problems with traditional methods of data handling and drug traceability and how blockchain overcomes those problems. Moreover, we have proposed a system which is capable of tracing drugs in the supply chain and reduce counterfeiting of drugs. Some projects and applications working in the direction of drug traceability and data handling such as Blockverify, Mediledger, MedRec, MedicalChain etc. are also discussed."
https://www.mendeley.com/catalogue/f85f3983-fccd-3d8e-b167-86c2dcab1b37,Integration of Information Technology and Organizations in a Supply Chain,The International Journal of Logistics Management (2003) 14(1) 89-108,10.1108/09574090310806477,"['Bagchi P', 'Skjoett-Larsen T', '']",[],"Ever since the Council of Logistics Management (CLM) adopted the definition of logistics in 1986, the integration of somewhat disparate activities of transportation, procurement, inventory control, distribution management, and customer service has been a major thrust in many firms. Realizing the synergy that exists in these functions, many companies have extended the concept further upstream and downstream to include entities outside the company to include vendors and their vendors and also customers and their customers. Experts predicted that integrated supply chains would enable these firms to compete better. How successful have companies been in integrating their supply chains? How pervasive integration has been in the supply chain? What were the challenges these firms faced in their journeys to achieve integration in their networks? How and when were they able to overcome these obstacles? In seeking to answer these questions, we examine the challenges faced by companies in integrating their supply chain networks using case studies among 14 European companies or European subsidiaries of global companies divided into five supply chains. © 2003, MCB UP Limited"
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,How can SMEs acquire supply chain financing: the capabilities and information perspective,Industrial Management and Data Systems (2020) 120(4) 784-809,10.1108/IMDS-02-2019-0072,"['Lu Q', 'Liu B', 'Song H', '']","['Information asymmetry', 'SME capability', 'Supply chain financing', 'Supply chain financing performance']","Purpose: This paper aims to explore how innovation capability and market response capability of small and medium-size enterprises (SMEs) affect their supply chain financing performance (SCFP) through supply chain financing solutions (SCFS) adoption. At the same time, the mechanism by which supply chain financing reduces information asymmetry before (ex-ante) and after (ex-post) SCFS adoption to promote SCFP is also inquired. Design/methodology/approach: Drawing on enterprise competence theory, this paper proposes a theoretical model and tests it using survey data from a sample of 218 SMEs in China. Multiple regression analysis is employed to test the hypothesis. Findings: The study finds that: (1) SMEs' innovation capability and market response capability positively affect SCFP. (2) SMEs' innovation capability and market response capability exert significantly positive effects on SCFS adoption. (3) SCFS adoption plays a mediating role between SME capabilities and SCFP. (4) Supply chain integration (SCI) and information technology application have no moderating effects on the relationship between SME capabilities and SCFS adoption. Finally, (5) SCI and information technology application have positive moderating effects on the relationship between SCFS adoption and SCFP. Originality/value: Based on enterprise competence theory, this study sheds light on the internal mechanism through which SMEs' capabilities affect SCFP by introducing SCFS adoption and explores the role of situational factors in SCF in reducing ex-ante and ex-post information asymmetry. This study provides an innovative theoretical perspective on supply chain financing and enriches the existing research."
https://www.mendeley.com/catalogue/f85f3983-fccd-3d8e-b167-86c2dcab1b37,"Benefits, barriers, and bridges to effective supply chain management",Supply Chain Management (2008) 13(1) 35-48,10.1108/13598540810850300,"['Fawcett S', 'Magnan G', 'McCarter M', '']","['Relationship marketing', 'Strategic management', 'Supply chain management']","Purpose - The purpose of this article is to provide academics and practitioners a quantitative and qualitative analysis of the benefits, barriers, and bridges to successful collaboration in strategic supply chains. Design/methodology/approach - A triangulation method consisting of a literature review, a cross-functional mail survey, and 51 in-depth case analyses was implemented. Senior managers from purchasing, manufacturing, and logistics were targeted in the mail survey. The break down by channel category interviews is as follows: 14 retailers, 13 finished goods assemblers, 12 first-tier suppliers, three lower-tier suppliers, and nine service providers. Findings - Customer satisfaction and service is perceived as more enduring than cost savings. All managers recognize technology, information, and measurement systems as major barriers to successful supply chain collaboration. However, the people issues - such as culture, trust, aversion to change, and willingness to collaborate - are more intractable. People are the key bridge to successful collaborative innovation and should therefore not be overlooked as companies invest in supply chain enablers such as technology, information, and measurement systems. Research limitations/implications - The average mail-survey response rate was relatively low: 23.5 percent. The case study analyses were not consistent in frequency across channel functions. Although the majority of companies interviewed and surveyed were international, all surveys and interviews were managers based in the US. Practical implications - This study provides new insight into understanding the success and hindering factors of supply chain management. The extensive literature review, the cross-channel analysis, and case studies provide academics and managers a macro picture of the goals, challenges, and strategies for implementing supply chain management. Originality/value - This paper uses triangulation methodology for examining key issues of supply chain management at multiple levels within the supply chain. "" Emerald Group Publishing Limited."
https://www.mendeley.com/catalogue/d83c4a2d-4657-3ad3-8696-0e28eaa03b19,Additive manufacturing in the spare parts supply chain,Computers in Industry (2014) 65(1) 50-63,10.1016/j.compind.2013.07.008,"['Khajavi S', 'Partanen J', 'Holmström J', '']","['', '', '', '', '', '', '', '']","As additive manufacturing (AM) evolves to become a common method of producing final parts, further study of this computer integrated technology is necessary. The purpose of this research is to evaluate the potential impact of additive manufacturing improvements on the configuration of spare parts supply chains. This goal has been accomplished through scenario modeling of a real-life spare parts supply chain in the aeronautics industry. The spare parts supply chain of the F-18 Super Hornet fighter jet was selected as the case study because the air-cooling ducts of the environmental control system are produced using AM technology. In total, four scenarios are investigated that vary the supply chain configurations and additive manufacturing machine specifications. The reference scenario is based on the spare parts supplier's current practice and the possible future decentralization of production and likely improvements in AM technology. Total operating cost, including downtime cost, is used to compare the scenarios. We found that using current AM technology, centralized production is clearly the preferable supply chain configuration in the case example. However, distributed spare parts production becomes practical as AM machines become less capital intensive, more autonomous and offer shorter production cycles. This investigation provides guidance for the development of additive manufacturing machines and their possible deployment in spare parts supply chains. This study contributes to the emerging literature on AM deployment in supply chains with a real-world case setting and scenario model illustrating the cost trade-offs and critical requirements for technology development. © 2013 Elsevier B.V."
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,Graduate students' perceptions of supply chain skills for supply chain managers,Benchmarking (2014) 21(2) 276-299,10.1108/BIJ-01-2012-0002,"['Rahman S', 'Qing N', '']","['Importance-performance matrix analysis', 'Supply chain management skills', 'Supply chain manager', 'Survey']","Purpose: The aim of this research is to identify the relevant skills and their relative importance, required by supply chain managers, and to suggest the key skill items that require improvement. Design/methodology/approach: Using a survey questionnaire, data were collected against 41 supply chain management skills. Using expert opinion, these skill items were then grouped to create four higher level supply chain skill-categories. These are supply chain general management (SCG) skill-category, supply chain analytical (SCA) skill-category, supply chain information technology (SCIT) skill-category, and supply chain environmental-related (SCE) skill-category. Subsequently, the importance-performance matrix (IPM) analysis was conducted to these higher level skill-categories to assess the strengths and weaknesses of the offered skills as perceived by the respondents. Findings: The analysis revealed that in order to prepare supply chain managers to face up to the future challenges educational institutions are required to devote their attention on areas such as warehousing management, distribution planning, demand forecasting, negotiation skill, cross-functional coordination skill, and knowledge of environmental issues in supply chains. Originality/value: This research provided insight into skills need for supply chain managers using IPM analysis. The results of the study could be adopted to upgrade the existing logistics and supply chain management program or design new logistics education and training programs to meet the current and future needs. © Emerald Group Publishing Limited."
https://www.mendeley.com/catalogue/84803427-6751-309d-9ae1-efe39794383f,Can Diabetes impact the use of Supply Chain Technology,Benchmarking (2014) 21(2) 276-299,10.1108/BIJ-01-2012-0002,"['Rahman S', 'Qing N', '']","['Importance-performance matrix analysis', 'Supply chain management skills', 'Supply chain manager', 'Survey']","Purpose: The aim of this research is to identify the relevant skills and their relative importance, required by supply chain managers, and to suggest the key skill items that require improvement. Design/methodology/approach: Using a survey questionnaire, data were collected against 41 supply chain management skills. Using expert opinion, these skill items were then grouped to create four higher level supply chain skill-categories. These are supply chain general management (SCG) skill-category, supply chain analytical (SCA) skill-category, supply chain information technology (SCIT) skill-category, and supply chain environmental-related (SCE) skill-category. Subsequently, the importance-performance matrix (IPM) analysis was conducted to these higher level skill-categories to assess the strengths and weaknesses of the offered skills as perceived by the respondents. Findings: The analysis revealed that in order to prepare supply chain managers to face up to the future challenges educational institutions are required to devote their attention on areas such as warehousing management, distribution planning, demand forecasting, negotiation skill, cross-functional coordination skill, and knowledge of environmental issues in supply chains. Originality/value: This research provided insight into skills need for supply chain managers using IPM analysis. The results of the study could be adopted to upgrade the existing logistics and supply chain management program or design new logistics education and training programs to meet the current and future needs. © Emerald Group Publishing Limited."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,Game theory analysis of technology adoption timing and pricing decision in supply chain system under asymmetric nash equilibrium,Journal of Intelligent and Fuzzy Systems (2018) 35(3) 3101-3111,10.3233/JIFS-169664,"['Qian X', 'Liu W', 'Yang J', '']","['Asymmetric nash equilibrium', 'bertrand game', 'duopoly', 'social welfare', 'technology adoption']","The technology adoption of a firm is endowed with complexity if the production technology upgrades continually and the price competition become intensified. This paper establishes a supply chain involving one technology supplier and two manufacturing enterprises. The supplier provides a kind of production technology and offers its upgraded versions for enterprises to produce products. On this basis, this paper studies the problem that whether or not to buy this kind of production technology in the perspective of each enterprise, explores the problem that when to buy an upgraded version of production technology in the perspective of each enterprise, and analyzes the price competition between two kinds of products. The results show that the asymmetric Nash equilibrium can effective avoid the prisoner's dilemma of technology investment, and help to maximize the interest of the social welfare system that includes the technology supplier, manufacturing enterprises and consumers."
https://www.mendeley.com/catalogue/d83c4a2d-4657-3ad3-8696-0e28eaa03b19,Blockchain-enabled supply chain: An experimental study,Computers and Industrial Engineering (2019) 136 57-69,10.1016/j.cie.2019.07.026,"['Longo F', 'Nicoletti L', 'Padovano A', 'et al.See more']","['', '', '', '', '', '', '', '']","Despite Information and Communication Technologies (ICT) have reduced the information asymmetry and increased the degree of interorganizational collaboration, the companies participating a supply chain are less inclined to share data when information is sensible and partners cannot be fully trusted. In such a context, Blockchain is a decentralized certificate authority that may provide economic and operational benefits but companies operating in a supply chain claim to have little knowledge about Blockchain due to its novelty and to the lack of use cases and application studies. In this work, a software connector has been designed and developed to connect an Ethereum-like blockchain with the enterprises’ information systems to allow companies to share information with their partners with different levels of visibility and to check data authenticity, integrity and invariability over time through the blockchain, thus building trust. In order to explore the potential of deploying the blockchain in a supply chain, a simulation model has been developed to recreate the supply chain operations and integrated with the blockchain through the same software connector to carry out a scenario statistical analysis. Application results shows how blockchain technology is a convenient instrument to overcome collaboration and trust issues in a supply chain, to increase the supply chain overall performance, to minimize the negative consequences of information asymmetry over the echelons of a supply chain but also to discourage companies from any misconduct (e.g. counterfeiting data or low data accuracy)."
https://www.mendeley.com/catalogue/9225d55b-8562-3347-b3b5-21e532dbcf82,A blockchain-based approach for a multi-echelon sustainable supply chain,International Journal of Production Research (2020) 58(7) 2222-2241,10.1080/00207543.2019.1683248,"['Manupati V', 'Schoenherr T', 'Ramkumar M', 'et al.See more']","['Blockchain', 'Mixed integer programming', 'carbon taxation policy', 'multi-echelon supply chain', 'production allocation problem', 'smart contracts']","Blockchain technology is destined to revolutionise supply chain processes. At the same time, governmental and regulatory policies are forcing firms to adjust their supply chains in response to environmental concerns. The objective of this study is therefore to develop a distributed ledger-based blockchain approach for monitoring supply chain performance and optimising both emission levels and operational costs in a synchronised fashion, producing a better outcome for the supply chain. We propose the blockchain approach for different production allocation problems within a multi-echelon supply chain (MESC) under a carbon taxation policy. As such, we couple recent advances in digitalisation of operations with increasingly stringent regulatory environmental policies. Specifically, with lead time considerations under emission rate constraints (imposed by a carbon taxation policy), we simultaneously consider the production, distribution and inventory control decisions in a production allocation-based MESC problem. The problem is then formulated as a Mixed Integer Non-Linear Programming (MINLP) model. We show that the distributed ledger-based blockchain approach minimises both total cost and carbon emissions. We then validate the feasibility of the proposed approach by comparing the results with a non-dominated sorting genetic algorithm (NSGA-II). The findings provide support for policymakers and supply chain executives alike."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,Bullwhip effect analysis in supply chain for demand forecasting technology,Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice (2007) 27(7) 26-33,10.1016/s1874-8651(08)60044-7,"['Liu H', 'Wang P', '']","['Bullwhip effect', 'Exponential weighted moving average method', 'Mean square error-optimal forecasting method', 'Moving average forecasting method', 'Supply chain']","Based on the AR (1) stochastic process model for consume demand which proposed by professor H. L. Lee, the qualified and simulation model of bullwhip effect are established when order-up-to inventory policy employed, which investigate demand variability caused by forecasting technology, such as moving average method (MA) or exponentially weighted moving average method (EWMA) or mean square error-optimal forecasting method (MSE-optimal). The influence of forecasting method on bullwhip effect are also analyzed, and carried out rules decreasing the bullwhip effect for employing MA, EWMA or MSE-optimal forecasting scheme."
https://www.mendeley.com/catalogue/f85f3983-fccd-3d8e-b167-86c2dcab1b37,An Overview of RFID Technology Applications and Diffusion in Supply Chain Management,International Journal of Pure and Applied Mathematics (2018) 119(10) 1291-1305,,"['Desingh V', 'Panchuk P', '']",[],"Supply chain management (SCM) is the control of resources, information, and capital as they move in the whole process from provider to consumer. Logistics plays a vital part in the universal supply chain due to emerging trends. Many supply chain service providers have realized the significance of technological adoption that can help manufacturers, distributor, and warehouses to communicate with each other more efficiently. Radio frequency identification (RFID) is one of the most capable technological innovations, with the potential to increase supply chain transparency and gain process efficiency. The main objective of this paper is to review the concept of RFID technology and its application, diffusion in supply chain management. Some of the important observations are: (a) there is a lack of adequate research on RFID implementation issues (b) the trade-off between responsiveness and the cost of logistics needs further study. The paper ends with concluding remarks."
https://www.mendeley.com/catalogue/d83c4a2d-4657-3ad3-8696-0e28eaa03b19,The impact of 3D printing on manufacturer–retailer supply chains,European Journal of Operational Research (2020) 285(2) 538-552,10.1016/j.ejor.2020.01.063,"['Arbabian M', 'Wagner M', '']","['', '', '', '', '', '', '', '']","In this paper we consider the impact of 3D printing, or additive manufacturing, on a simple supply chain, consisting of a manufacturer and retailer, that serves stochastic customer demand. 3D printing is a relatively new manufacturing technology that is attracting attention from many firms. However, the impact of 3D printing on operations and firm relationships in a supply chain is relatively unexplored in academic research. A unique aspect of 3D printers is that they can be installed at the retailer in a supply chain, a characteristic that we highlight in our paper since it enables the supply chain to be more responsive to demand. Consequently, 3D printers can be adopted by either the manufacturer or, in a more novel situation, the retailer; we analyze the equilibrium of Stackelberg games in both cases. We characterize the economic and competitive conditions where either firm adopts 3D printing, and show that under either scenario, it is possible for both firms to earn more profit than a benchmark system without 3D printing. We identify and quantify the positive benefits associated with 3D printing, for both firms in a simple supply chain, when either firm adopts this new manufacturing technology. In many cases, the scenario where the manufacturer adopts 3D printing and installs 3D printers at the retailer results in the best profit outcomes for the manufacturer. The retailer's preference, however, depends on problem parameters. Therefore, supply chain managers should carefully consider the possibility of 3D printing products in their supply chain."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,Restaurant dependence/autonomy in the supply chain and market responsiveness: The moderating roles of information technology adoption and trust,International Journal of Contemporary Hospitality Management (2018) 30(9) 2945-2964,10.1108/IJCHM-07-2017-0432,"['Cho M', 'Bonn M', 'Susskind A', 'et al.See more']","['Information technology', 'Market responsiveness', 'Restaurant dependence/autonomy', 'Restaurant-supplier relationships', 'Trust']","Purpose: This study aims to understand how restaurant dependence and autonomy within the supply chain influence market responsiveness. An examination of influences related to improving market responsiveness was also conducted by investigating the moderating roles of information technology adoption and trust. Design/methodology/approach: Hierarchical regression models were developed to test the hypothesized relationships. In particular, data were obtained from only independent restaurant owners and managers because of their ability to select and determine their own suppliers. Findings: Results revealed that restaurant autonomy from suppliers has a more positive effect on market responsiveness than supplier dependence. The moderating test results revealed that information technology adoption significantly improved the relationships between restaurant dependence and market responsiveness, while exhibiting no significant moderating effect. Restaurant trust in suppliers significantly improved the positive effect of autonomy upon market responsiveness; however, it had no significant moderating effect on this link. Originality/value: This study was conducted to identify what types of supplier relationships should be pursued to improve the independent restaurant’s ability to effectively respond to market conditions. The findings regarding the moderating effects of information technology adoption and trust provided clear evidence that buyer–supply relationship strategies should be developed in consideration of those distinguishable characteristics unique to the operations and environment of independent restaurants. Practical implications: Findings can be applied to developing desirable relationships with suppliers characterized by restaurant dependence or autonomy and contribute to improving managerial actions for independent restaurants involving adopting information technology and building trust."
https://www.mendeley.com/catalogue/f85f3983-fccd-3d8e-b167-86c2dcab1b37,Comparing inter-organizational new product development strategies: Buy or ally; Supply-chain or non-supply-chain partners?,International Journal of Production Economics (2017) 183 21-38,10.1016/j.ijpe.2016.09.023,"['Yan T', 'Azadegan A', '']","['', '', '']","Recent supply chain and innovation literature emphasizes the importance of involving external organizations in product development. Building upon this stream of work, this study differentiates four inter-organizational new product development (NPD) strategies based on two dimensions: the external source (supply chain sources [SCS] and non-supply-chain sources [NSCS]) and form of engagement (ally and buy). Using theoretical arguments from the knowledge-based view, we compare the effects of these four strategies on product novelty and product financial performance. Moderated structural equation modeling is used to test the hypotheses, based on survey responses of 267 projects, partially complemented by archival objective data. Results suggest that some strategies are more effective for enhancing product novelty, while others are more beneficial for improving product financial performance. Furthermore, this study reveals no distinction between supply chain and non-supply-chain sources’ influences on product novelty. We also show that technology interdependence carries a significant role in enhancing the positive association between product novelty on product financial performance. Overall, this study demonstrates companies need to carefully design their inter-organizational NPD strategies to suit various needs of innovation projects."
https://www.mendeley.com/catalogue/e3b6b38f-0608-3cfb-8df6-b5bf94036104,Improvement in the food losses in fruits and vegetable supply chain - a perspective of cold third-party logistics approach,Operations Research Perspectives (2019) 6,10.1016/j.orp.2019.100117,"['Raut R', 'Gardas B', 'Narwane V', 'et al.See more']","['', '']","The maximum amount of food losses in the fruits and vegetable supply chain due to quality and mismatch between supply and demand. As per the Global Agenda Council on Logistics and Supply Chains indicated that fruits and vegetables food losses due to improper handling and lack of proper cold transportation such as cold-logistics facilities/providers or inadequate infrastructure. In this article, a unique fuzzy Multi-Criteria Decision Making approach is proposed for improving the food losses through cold-third party logistics providers (CTPLs) evaluation and selection process. Through a literature survey and expert opinion, five criteria and thirty sub-criteria were identified for reducing the food losses in fruits and vegetable supply chain. The proposed tool use of fuzzy-Decision making trial and evaluation laboratory tool for selection and evaluation the priority weights of the factors and fuzzy-analytical hierarchy process tool assessing the best CTPLs according to factors. The result shows that ‘Refrigerator and loading capacity’ and ‘Knowledge and Information technology management’ were most significant in the selection of CTPLs. The findings of this paper are anticipated to guide managers of the food industry, CTPLs, and government agencies in formulating of strategies for the practical food supply chain. Future scope includes extending the study for other developing countries, validating the proposed methodology, and improving the reliability of the model."
https://www.mendeley.com/catalogue/9225d55b-8562-3347-b3b5-21e532dbcf82,Requirements for large-scale adoption of rapid manufacturing technologies,Cogent Business and Management (2019) 6(1),10.1080/23311975.2019.1623151,"['Hasan S', 'Rennie A', 'Hoque M', 'et al.See more']","['Delphi study', 'Rapid manufacturing', 'additive manufacturing', 'rapid prototyping', 'supply chain', 'technology']","Despite the use of Additive Manufacturing (AM) technologies in a lot of applications including the production of some high-value products for end use, it is still very much an untapped potential. There is an increase in usage of AM technology for the manufacture of end-use products (Rapid Manufacturing (RM)) in recent years, but mass use of the technology in terms of speed, cost and quality, which is acceptable by the general consumer, is still not widely in existence today. The concept of RM as a viable production process is still not understood by many businesses/consumers, with thinking still dominated by the AM technologies for Rapid Prototyping (RP) applications. A key difference between RM and RP is in the supply chain. The RM supply chain is much more complicated than the RP supply chain. This research conducted a Delphi Study to identify the requirements or pre-requisites necessary for the use of RM technologies as a viable means to manufacture end used products (RM application of AM) in mass scale. The paper identifies 36 requirements or pre-requisites and classified them into various classes of importance in order to highlight their significance. In addition to supply chain issues, the requirements unearthed are factors or features about RM technology (equipment), materials and processes that need modification, upgrading or creation."
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,Blockchain Technology for Supply Chains. A Guidebook,(2019) 1-10,,"['Gammelgaard B', 'Sorwad H', 'Breum W', 'et al.See more']",[],"In most cases, today’s supply chains operate at scale without blockchain technology. Even so, the technology has excited the IT and supply chain worlds. It has also inspired many articles and prompted established IT players and start-ups to initiate promising pilot projects, including: Walmart tested an application that traces pork in China and produce in the US, to authenticate transactions and the accuracy and efficiency of record keeping. Maersk and IBM are working on cross border, cross party transactions that use blockchain technology to help improve process efficiency. BHP is introducing a blockchain solution that replaces spreadsheets for tracking samples internally and externally from a range of providers. Provenance, a UK start-up, just raised $800,000 to adapt blockchain technology to trace food. It previously piloted tracing tuna in the Southeast Asian supply chain. Yet to date, the authors are not aware of any at scale applications to the supply chain, raising an essential question: Can blockchain technology add value to supply chains?"
https://www.mendeley.com/catalogue/e3b6b38f-0608-3cfb-8df6-b5bf94036104,Food Processing Technology in a Sustainable Food Supply Chain,Procedia Food Science (2011) 1 1918-1923,10.1016/j.profoo.2011.09.282,"['Lazaridesa H', '']",[],"The development of sustainable process technologies was a major concern and a central idea of what Prof. W.E.L. Spiess (WELS) and his research group have tried to accomplish throughout a long and productive scientific journey. In the early sixties, Freeze Drying was considered as the process with the lowest thermal impact on quality of food. WELS recognized the importance of both freezing process and storage conditions (especially water activity) for maintaining a high product quality. His group laid the foundation for a better understanding of water sorption in food materials. In fact, their critical evaluation of the BET theory initiated fruitful discussions on water sorption in foods. Their work on freezing included studies on crystal growth conditions, the impact of Time-Temperature conditions in the Frozen Food Chain (FFC), the development of various Time-Temperature Indicators and the use of antifreeze proteins in frozen food production. They actually developed the “mother” of all electronic Time-Temperature Recorders; that was an electronic temperature data-logger used for the analysis of product temperatures and residence times in the FFC. The techniques they developed in their studies of the crystallization process allowed the WELS group to develop an osmotic dehydration cell attached to a Confocal Scanning Laser Microscope (CSLM). This arrangement allowed them to understand and accurately describe the mass transfer process at cellular level during osmotic dehydration. Throughout his productive scientific career Prof. Spiess coordinated several European research cooperation projects that were instrumental in the development of a European Network of Food Science/Engineering Institutions and a true “European Food Science community”."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,A novel decision-making model for sustainable supply chain finance under uncertainty environment,Journal of Cleaner Production (2020) 269,10.1016/j.jclepro.2020.122324,"['Abdel-Basset M', 'Mohamed R', 'Sallam K', 'et al.See more']","['', '', '', '', '']","Earlier studies in the sustainable supply chain (SSC) have been introduced since its submission, yet, research of sustainable supply chain finance (SSCF) is still insufficient. Also, these studies did not consider uncertainty in corresponding with the uncertain environment of the supply chain deficiencies, the integration of sustainable development and supply chain finance is essential. Hence, this paper evaluating a set of measurements to provide sustainable supply chain finance in the gas industry under uncertainty. In this paper, TODIM (acronym in Portuguese for Interactive and Multi-criteria Decision-Making) and Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) methods based on the Best-Worst Method (BWM) will be applied according to neutrosophic set to increase the accuracy of evaluation under uncertainty. According to expert evaluations, the results show that financial attributes and product/service management are the most substantial metrics for enhancing a firm's performance and obtain sustainable supply chain finance. Moreover, obtain price and cost information, consider product/service level, technology management, and demand management are important to build sustainable supply chain management."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,Blockchain in agriculture traceability systems: A review,Applied Sciences (Switzerland) (2020) 10(12) 1-22,10.3390/APP10124113,"['Demestichas K', 'Peppes N', 'Alexakis T', 'et al.See more']","['Agri-food industry', 'Agriculture supply chain', 'Blockchain', 'Distributed ledger', 'Traceability']","Food holds a major role in human beings' lives and in human societies in general across the planet. The food and agriculture sector is considered to be a major employer at a worldwide level. The large number and heterogeneity of the stakeholders involved from different sectors, such as farmers, distributers, retailers, consumers, etc., renders the agricultural supply chain management as one of the most complex and challenging tasks. It is the same vast complexity of the agriproducts supply chain that limits the development of global and efficient transparency and traceability solutions. The present paper provides an overview of the application of blockchain technologies for enabling traceability in the agri-food domain. Initially, the paper presents definitions, levels of adoption, tools and advantages of traceability, accompanied with a brief overview of the functionality and advantages of blockchain technology. It then conducts an extensive literature review on the integration of blockchain into traceability systems. It proceeds with discussing relevant existing commercial applications, highlighting the relevant challenges and future prospects of the application of blockchain technologies in the agri-food supply chain."
https://www.mendeley.com/catalogue/d83c4a2d-4657-3ad3-8696-0e28eaa03b19,Coordinating a supply chain for deteriorating items with a revenue sharing and cooperative investment contract,Omega (United Kingdom) (2015) 56 37-49,10.1016/j.omega.2015.03.004,"['Zhang J', 'Liu G', 'Zhang Q', 'et al.See more']","['', '', '', '', '', '', '', '']","In this study, a one-manufacturer-one-retailer supply chain model for deteriorating items with controllable deterioration rate and price-dependent demand is developed, in which both players cooperatively invest in preservation technology to reduce deterioration. Algorithms are designed to obtain the pricing and preservation technology investment strategies in both integrated and decentralized scenarios. It is shown that cooperative investment strategy benefits the manufacturer but damages the profits of the retailer and the whole supply chain. A revenue sharing and cooperative investment contract, which combines revenue sharing and cost sharing mechanisms, is thus designed to coordinate the supply chain. Numerical simulations and sensitivity analysis of the equilibrium strategies and coordinating results on key system parameters are given to verify the effectiveness of the contract, and meanwhile get some managerial insights. The results show that only when the revenue sharing rate lies roughly between 1/2 and 3/4 can the contract perfectly coordinate the supply chain in most cases, which has an important guiding significance for the supply chain coordination of deteriorating items when considering preservation technology investment."
https://www.mendeley.com/catalogue/e3b6b38f-0608-3cfb-8df6-b5bf94036104,Underdeveloped Supply Chain Dynamics of Indian Agriculture: Reference to Information Technology and Knowledge Management,Asia-Pacific Journal of Management Research and Innovation (2014) 10(1) 57-66,10.1177/2319510x14529488,"['Parwez S', '']",[],"Agriculture in India is the most important sector for food security and socio-economic development. Agriculture accounted for about 14 per cent of the GDP and employed about 60 per cent of the country’s population. This article tries to explore the problems faced by Indian agriculture for food security in terms of inadequate infrastructure and highly inefficient supply chain in context of information technology (IT). This article examines the critical issues at each sub-system of agriculture supply chain, starting from the input to the consumer, with a view to integrating them in efficient and effective manner. As proper flow of information across the chain constitutes an integral part, the role of information and communication technologies (ICTs) in improving supply chain efficiency in agriculture is discussed in detail. Thus, this article broadly covers some of the important aspects of agriculture supply chain in India—identification of issues at different levels in the supply chain; transformation in agriculture due to various supply chain interventions; the role of ICTs in supply chain management (SCM)—and the suggestion to improve efficiency at different levels in the supply chain. There is a wide research gap in this sector; having such potential and prospect for overall growth, not much research has been done in this field. The article concludes that ICT plays a very important role for the development and contemporary issues of agriculture; therefore, the government action must address the issue of infrastructure development to achieve the objective of food security for all."
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,The Research on Financial Innovation System of Small-sized Agricultural Scientific and Technological Enterprises,"DEStech Transactions on Environment, Energy and Earth Sciences (2017) (sses/icfse)",10.12783/dteees/sses/icfse2016/10617,"['JIANG M', 'TANG W', 'NI Z', '']",[],"Agricultural industry is a matter concerning national economy, people's livelihood and national security. The research on financial innovation system of small-sized agricultural scientific and technological enterprises plays an important role in agricultural development. This paper aims at the different types of agricultural enterprises for customer segmentation; combines the feature of small-sized agricultural scientific and technological financial products market demand; relies on Rabo technology, supply chain technology and IPC-based technology; innovates new credit derivative formed on the basis of the chain of benefiting farmers in order to further establish diversified characteristic marketing system. With the relying on the advantage of product innovation and service innovation for relevant policies, the perfect financial innovation system of ``small-sized agricultural scientific and technological enterprises{''} can eventually be formed."
